Source,Object_Name,Category,Department,Extension_Type,Size_KB,Created_Date,Modified_Date,Owner,Location,Priority,Storage_Tier,Stars,Forks,Open_Issues,Visibility,Default_Branch
N/A,.github,GitHub Repository,elastic,N/A,8.0,2021-08-09 20:24:30.000000,2026-01-14 09:55:33.000000,elastic,https://github.com/elastic/.github,Medium,Unknown,1.0,23.0,0.0,public,main
N/A,.github,GitHub Repository,hashicorp,N/A,18.0,2019-02-22 19:02:32.000000,2026-04-22 16:56:16.000000,hashicorp,https://github.com/hashicorp/.github,Medium,Unknown,9.0,43.0,5.0,public,master
N/A,0bin,GitHub Repository,elastic,N/A,2172.0,2019-10-29 16:18:29.000000,2026-04-13 20:38:24.000000,elastic,https://github.com/elastic/0bin,Medium,Unknown,2.0,0.0,1.0,public,master
N/A,0x0g-2018-badge,GitHub Repository,google,C,3299.0,2018-07-31 17:11:34.000000,2026-07-21 08:57:25.000000,google,https://github.com/google/0x0g-2018-badge,Medium,Unknown,19.0,4.0,0.0,public,master
N/A,0xDeCA10B,GitHub Repository,microsoft,Python,16806.0,2019-04-15 20:37:11.000000,2026-08-01 18:20:08.000000,microsoft,https://github.com/microsoft/0xDeCA10B,Medium,Unknown,607.0,160.0,19.0,public,main
N/A,2019-ignite-circuit-playground,GitHub Repository,microsoft,Python,218.0,2019-10-11 18:28:11.000000,2025-11-25 19:28:38.000000,microsoft,https://github.com/microsoft/2019-ignite-circuit-playground,Medium,Unknown,11.0,9.0,0.0,public,master
N/A,25-days-of-serverless,GitHub Repository,microsoft,N/A,244.0,2019-11-27 13:38:11.000000,2026-07-22 19:32:57.000000,microsoft,https://github.com/microsoft/25-days-of-serverless,Medium,Unknown,455.0,137.0,8.0,public,main
N/A,2LCS,GitHub Repository,microsoft,C#,590.0,2018-02-28 09:24:33.000000,2026-07-10 23:40:57.000000,microsoft,https://github.com/microsoft/2LCS,Medium,Unknown,120.0,57.0,9.0,public,master
N/A,3-in-1-dock,GitHub Repository,microsoft,N/A,6766.0,2015-06-30 00:43:54.000000,2026-07-10 23:40:58.000000,microsoft,https://github.com/microsoft/3-in-1-dock,Medium,Unknown,56.0,21.0,0.0,public,master
N/A,AADConnectConfigDocumenter,GitHub Repository,microsoft,C#,6258.0,2016-04-28 13:46:09.000000,2026-07-10 23:40:55.000000,microsoft,https://github.com/microsoft/AADConnectConfigDocumenter,Medium,Unknown,265.0,54.0,7.0,public,master
N/A,ABAP-SDK-for-Azure,GitHub Repository,microsoft,ABAP,20538.0,2018-03-10 20:01:50.000000,2026-07-30 22:23:51.000000,microsoft,https://github.com/microsoft/ABAP-SDK-for-Azure,Medium,Unknown,193.0,67.0,5.0,public,master
N/A,ADBench,GitHub Repository,microsoft,C++,146178.0,2015-07-04 16:16:32.000000,2026-06-27 14:26:49.000000,microsoft,https://github.com/microsoft/ADBench,Medium,Unknown,112.0,39.0,26.0,public,master
N/A,ADU,GitHub Repository,microsoft,PowerShell,251.0,2018-09-27 18:29:25.000000,2026-06-11 12:49:09.000000,microsoft,https://github.com/microsoft/ADU,Medium,Unknown,9.0,9.0,1.0,public,master
N/A,AEUX,GitHub Repository,google,JavaScript,47145.0,2017-05-23 17:03:26.000000,2026-07-23 09:05:11.000000,google,https://github.com/google/AEUX,Medium,Unknown,562.0,71.0,86.0,public,main
N/A,AFL,GitHub Repository,google,C,939.0,2019-07-25 16:50:06.000000,2026-08-04 10:43:10.000000,google,https://github.com/google/AFL,Medium,Unknown,4208.0,671.0,66.0,public,master
N/A,AFUN-Demos,GitHub Repository,microsoft,HTML,7354.0,2019-10-30 19:36:30.000000,2025-11-25 19:24:25.000000,microsoft,https://github.com/microsoft/AFUN-Demos,Medium,Unknown,6.0,7.0,0.0,public,master
N/A,AHS-AppServiceDotNet,GitHub Repository,microsoft,JavaScript,7196.0,2019-02-05 17:57:05.000000,2025-11-25 19:19:20.000000,microsoft,https://github.com/microsoft/AHS-AppServiceDotNet,Medium,Unknown,7.0,7.0,0.0,public,master
N/A,AI,GitHub Repository,microsoft,Python,24188.0,2019-09-04 22:59:06.000000,2026-08-04 10:04:38.000000,microsoft,https://github.com/microsoft/AI,Medium,Unknown,2702.0,726.0,105.0,public,master
N/A,AI-Immersion-Workshop,GitHub Repository,microsoft,Jupyter Notebook,39496.0,2017-04-17 10:47:45.000000,2026-06-11 12:41:40.000000,microsoft,https://github.com/microsoft/AI-Immersion-Workshop,Medium,Unknown,69.0,27.0,2.0,public,master
N/A,AI-Robot-Challenge-Lab,GitHub Repository,microsoft,Python,5382.0,2018-08-29 17:31:25.000000,2025-11-25 19:28:36.000000,microsoft,https://github.com/microsoft/AI-Robot-Challenge-Lab,Medium,Unknown,91.0,45.0,3.0,public,master
N/A,AIInstitute,GitHub Repository,microsoft,HTML,280.0,2018-11-15 04:05:28.000000,2025-11-25 19:28:53.000000,microsoft,https://github.com/microsoft/AIInstitute,Medium,Unknown,4.0,4.0,0.0,public,master
N/A,AIReferenceArchitectures,GitHub Repository,microsoft,N/A,286.0,2019-03-30 12:03:58.000000,2026-01-04 17:40:32.000000,microsoft,https://github.com/microsoft/AIReferenceArchitectures,Medium,Unknown,75.0,18.0,7.0,public,master
N/A,AISchoolTutorials,GitHub Repository,microsoft,C#,46285.0,2018-09-26 18:57:13.000000,2026-07-18 12:49:32.000000,microsoft,https://github.com/microsoft/AISchoolTutorials,Medium,Unknown,53.0,45.0,41.0,public,master
N/A,AISkillsForWindows,GitHub Repository,microsoft,N/A,49475.0,2019-01-14 19:42:17.000000,2026-07-18 12:49:44.000000,microsoft,https://github.com/microsoft/AISkillsForWindows,Medium,Unknown,175.0,43.0,1.0,public,master
N/A,AIVisualProvision,GitHub Repository,microsoft,C#,145417.0,2018-12-03 19:58:53.000000,2026-03-15 15:32:33.000000,microsoft,https://github.com/microsoft/AIVisualProvision,Medium,Unknown,129.0,52.0,1.0,public,master
N/A,AIforEarth-API-Development,GitHub Repository,microsoft,Jupyter Notebook,6071.0,2018-10-08 22:01:20.000000,2026-06-18 15:16:23.000000,microsoft,https://github.com/microsoft/AIforEarth-API-Development,Medium,Unknown,75.0,42.0,2.0,public,master
N/A,AIforEarth-API-Platform,GitHub Repository,microsoft,Shell,438.0,2019-03-25 19:47:41.000000,2025-11-25 19:29:10.000000,microsoft,https://github.com/microsoft/AIforEarth-API-Platform,Medium,Unknown,47.0,26.0,1.0,public,master
N/A,AKSDeploymentTutorial,GitHub Repository,microsoft,Jupyter Notebook,6899.0,2018-03-20 10:47:10.000000,2026-04-02 23:29:19.000000,microsoft,https://github.com/microsoft/AKSDeploymentTutorial,Medium,Unknown,76.0,46.0,3.0,public,master
N/A,AL,GitHub Repository,microsoft,PowerShell,9429.0,2016-11-25 15:23:10.000000,2026-08-02 03:12:57.000000,microsoft,https://github.com/microsoft/AL,Medium,Unknown,873.0,280.0,155.0,public,master
N/A,ALAppExtensions,GitHub Repository,microsoft,AL,119707.0,2018-02-15 08:58:31.000000,2026-08-02 15:03:17.000000,microsoft,https://github.com/microsoft/ALAppExtensions,Medium,Unknown,986.0,694.0,145.0,public,main
N/A,ALEX,GitHub Repository,microsoft,C++,208.0,2020-04-03 04:04:34.000000,2026-08-03 05:09:19.000000,microsoft,https://github.com/microsoft/ALEX,Medium,Unknown,700.0,133.0,5.0,public,master
N/A,AMBROSIA,GitHub Repository,microsoft,C#,7452.0,2018-08-07 17:50:15.000000,2026-06-06 04:58:58.000000,microsoft,https://github.com/microsoft/AMBROSIA,Medium,Unknown,421.0,50.0,23.0,public,master
N/A,AMLSDKRModelsOperationalization,GitHub Repository,microsoft,HTML,503.0,2019-03-18 14:45:54.000000,2025-11-25 19:29:58.000000,microsoft,https://github.com/microsoft/AMLSDKRModelsOperationalization,Medium,Unknown,7.0,11.0,2.0,public,master
N/A,AMLWorkshop,GitHub Repository,microsoft,Jupyter Notebook,61199.0,2017-04-03 17:57:50.000000,2026-06-11 12:41:43.000000,microsoft,https://github.com/microsoft/AMLWorkshop,Medium,Unknown,32.0,21.0,1.0,public,master
N/A,APS_Query_Toolbox,GitHub Repository,microsoft,N/A,148.0,2018-10-01 18:26:49.000000,2026-06-11 12:49:24.000000,microsoft,https://github.com/microsoft/APS_Query_Toolbox,Medium,Unknown,5.0,4.0,1.0,public,master
N/A,ARC-GEN,GitHub Repository,google,Python,49878.0,2025-01-22 18:14:49.000000,2026-07-21 09:40:50.000000,google,https://github.com/google/ARC-GEN,Medium,Unknown,51.0,12.0,0.0,public,main
N/A,ARXGEN,GitHub Repository,microsoft,Python,35.0,2018-07-12 21:35:02.000000,2025-11-25 19:30:06.000000,microsoft,https://github.com/microsoft/ARXGEN,Medium,Unknown,19.0,12.0,2.0,public,master
N/A,ATA-Auditing,GitHub Repository,microsoft,N/A,21.0,2017-08-18 17:09:55.000000,2025-11-16 23:26:57.000000,microsoft,https://github.com/microsoft/ATA-Auditing,Medium,Unknown,13.0,5.0,0.0,public,master
N/A,AX2012ARMTemplates,GitHub Repository,microsoft,N/A,1073.0,2018-04-11 23:27:41.000000,2025-11-25 19:28:14.000000,microsoft,https://github.com/microsoft/AX2012ARMTemplates,Medium,Unknown,8.0,6.0,1.0,public,master
N/A,AaronLocker,GitHub Repository,microsoft,PowerShell,3680.0,2018-12-18 02:41:00.000000,2026-08-03 09:51:09.000000,microsoft,https://github.com/microsoft/AaronLocker,Medium,Unknown,704.0,88.0,16.0,public,main
N/A,AcademicContent,GitHub Repository,microsoft,N/A,1533036.0,2016-06-17 19:28:18.000000,2026-07-29 08:01:57.000000,microsoft,https://github.com/microsoft/AcademicContent,Medium,Unknown,2812.0,954.0,0.0,public,main
N/A,AccCheckerExtensionForVS,GitHub Repository,microsoft,C#,2956.0,2015-03-17 20:57:51.000000,2026-02-27 01:46:40.000000,microsoft,https://github.com/microsoft/AccCheckerExtensionForVS,Medium,Unknown,23.0,11.0,2.0,public,master
N/A,Accessibility-Test-Framework-for-Android,GitHub Repository,google,Java,1154.0,2015-09-12 00:49:01.000000,2026-07-31 21:12:50.000000,google,https://github.com/google/Accessibility-Test-Framework-for-Android,Medium,Unknown,516.0,154.0,26.0,public,master
N/A,AccessorFramework,GitHub Repository,microsoft,C++,70.0,2019-08-29 17:24:38.000000,2025-12-22 10:23:29.000000,microsoft,https://github.com/microsoft/AccessorFramework,Medium,Unknown,13.0,7.0,2.0,public,master
N/A,AccountGuard,GitHub Repository,microsoft,PowerShell,114.0,2019-12-04 12:19:12.000000,2026-06-11 13:33:53.000000,microsoft,https://github.com/microsoft/AccountGuard,Medium,Unknown,8.0,9.0,1.0,public,master
N/A,AcousticScatteringData,GitHub Repository,microsoft,MATLAB,69265.0,2020-01-27 02:24:04.000000,2026-06-11 13:37:41.000000,microsoft,https://github.com/microsoft/AcousticScatteringData,Medium,Unknown,17.0,8.0,1.0,public,master
N/A,ActiveDirectoryDSC.Reverse,GitHub Repository,microsoft,PowerShell,35.0,2018-03-15 14:15:17.000000,2026-07-01 05:38:48.000000,microsoft,https://github.com/microsoft/ActiveDirectoryDSC.Reverse,Medium,Unknown,22.0,10.0,2.0,public,master
N/A,Adaptable,GitHub Repository,microsoft,Java,59.0,2017-07-09 04:21:42.000000,2025-11-25 19:28:04.000000,microsoft,https://github.com/microsoft/Adaptable,Medium,Unknown,9.0,8.0,2.0,public,master
N/A,AdaptiveCards,GitHub Repository,microsoft,C#,373697.0,2016-12-08 22:00:33.000000,2026-07-28 01:55:48.000000,microsoft,https://github.com/microsoft/AdaptiveCards,Medium,Unknown,1959.0,596.0,888.0,public,main
N/A,AddOutlookJapanHoliday,GitHub Repository,microsoft,VBScript,164.0,2019-02-28 01:12:49.000000,2026-06-11 13:02:43.000000,microsoft,https://github.com/microsoft/AddOutlookJapanHoliday,Medium,Unknown,8.0,10.0,1.0,public,master
N/A,AddingSpeechToBots,GitHub Repository,microsoft,C#,30858.0,2019-02-10 15:19:28.000000,2025-11-25 19:18:38.000000,microsoft,https://github.com/microsoft/AddingSpeechToBots,Medium,Unknown,14.0,13.0,0.0,public,master
N/A,Advanced-Threat-Analytics,GitHub Repository,microsoft,PowerShell,51.0,2017-06-30 20:49:53.000000,2026-07-23 15:22:42.000000,microsoft,https://github.com/microsoft/Advanced-Threat-Analytics,Medium,Unknown,37.0,13.0,2.0,public,master
N/A,AdventureWorksSkiApp,GitHub Repository,microsoft,C#,124758.0,2016-03-25 20:33:04.000000,2026-04-01 19:30:39.000000,microsoft,https://github.com/microsoft/AdventureWorksSkiApp,Medium,Unknown,72.0,34.0,4.0,public,intelligent
N/A,AdvocacyPlatform,GitHub Repository,microsoft,C#,10689.0,2019-06-15 02:57:20.000000,2026-07-27 16:54:01.000000,microsoft,https://github.com/microsoft/AdvocacyPlatform,Medium,Unknown,25.0,8.0,1.0,public,master
N/A,AirSim,GitHub Repository,microsoft,C++,376798.0,2017-02-14 00:52:29.000000,2026-08-04 08:11:46.000000,microsoft,https://github.com/microsoft/AirSim,Medium,Unknown,18360.0,4906.0,778.0,public,main
N/A,AirSim-Drone-Racing-VAE-Imitation,GitHub Repository,microsoft,Python,17292.0,2019-10-31 22:18:15.000000,2026-07-11 01:33:17.000000,microsoft,https://github.com/microsoft/AirSim-Drone-Racing-VAE-Imitation,Medium,Unknown,227.0,59.0,3.0,public,master
N/A,AirSim-NeurIPS2019-Drone-Racing,GitHub Repository,microsoft,Python,66460.0,2019-07-01 23:16:56.000000,2026-07-11 01:33:15.000000,microsoft,https://github.com/microsoft/AirSim-NeurIPS2019-Drone-Racing,Medium,Unknown,393.0,96.0,28.0,public,master
N/A,AliveInLean,GitHub Repository,microsoft,Lean,146.0,2018-04-26 12:58:58.000000,2026-07-13 01:00:48.000000,microsoft,https://github.com/microsoft/AliveInLean,Medium,Unknown,43.0,9.0,1.0,public,master
N/A,AmbariBasedHadoopExporter,GitHub Repository,microsoft,C#,419.0,2019-03-28 09:14:21.000000,2025-11-25 19:23:23.000000,microsoft,https://github.com/microsoft/AmbariBasedHadoopExporter,Medium,Unknown,21.0,14.0,6.0,public,master
N/A,Analysis-Framework-for-TVM,GitHub Repository,microsoft,Python,12.0,2019-10-29 20:53:37.000000,2025-11-25 19:28:44.000000,microsoft,https://github.com/microsoft/Analysis-Framework-for-TVM,Medium,Unknown,29.0,7.0,0.0,public,master
N/A,Analysis-Services,GitHub Repository,microsoft,C#,64080.0,2016-12-01 20:57:01.000000,2026-07-31 12:21:58.000000,microsoft,https://github.com/microsoft/Analysis-Services,Medium,Unknown,727.0,431.0,117.0,public,master
N/A,AnanthaRekha,GitHub Repository,microsoft,C#,89.0,2019-12-10 14:32:31.000000,2026-06-11 13:34:18.000000,microsoft,https://github.com/microsoft/AnanthaRekha,Medium,Unknown,11.0,3.0,2.0,public,master
N/A,AndroidForegroundCompat,GitHub Repository,google,Java,147.0,2019-10-12 03:04:10.000000,2026-07-21 09:04:29.000000,google,https://github.com/google/AndroidForegroundCompat,Medium,Unknown,64.0,3.0,0.0,public,master
N/A,AndroidSDKMirror-26,GitHub Repository,elastic,Java,29149.0,2019-01-10 04:27:24.000000,2025-02-19 19:08:21.000000,elastic,https://github.com/elastic/AndroidSDKMirror-26,Medium,Unknown,2.0,3.0,0.0,public,master
N/A,AndroidSDKMirror-27,GitHub Repository,elastic,Java,30710.0,2019-01-10 04:14:08.000000,2026-04-13 20:39:46.000000,elastic,https://github.com/elastic/AndroidSDKMirror-27,Medium,Unknown,4.0,1.0,1.0,public,master
N/A,AndroidSDKMirror-28,GitHub Repository,elastic,Java,35220.0,2018-12-28 06:40:19.000000,2026-07-19 08:27:28.000000,elastic,https://github.com/elastic/AndroidSDKMirror-28,Medium,Unknown,13.0,11.0,1.0,public,master
N/A,Angara,GitHub Repository,microsoft,F#,561.0,2016-01-30 18:06:30.000000,2026-06-10 22:24:27.000000,microsoft,https://github.com/microsoft/Angara,Medium,Unknown,25.0,15.0,7.0,public,master
N/A,Angara.Chart,GitHub Repository,microsoft,F#,140.0,2016-02-03 15:53:43.000000,2026-06-10 22:25:18.000000,microsoft,https://github.com/microsoft/Angara.Chart,Medium,Unknown,30.0,15.0,8.0,public,master
N/A,Angara.Flow,GitHub Repository,microsoft,F#,449.0,2016-04-04 11:43:01.000000,2025-11-25 19:28:11.000000,microsoft,https://github.com/microsoft/Angara.Flow,Medium,Unknown,21.0,8.0,4.0,public,master
N/A,Angara.Serialization,GitHub Repository,microsoft,F#,96.0,2016-01-20 13:13:14.000000,2026-06-10 22:10:45.000000,microsoft,https://github.com/microsoft/Angara.Serialization,Medium,Unknown,15.0,9.0,5.0,public,master
N/A,Angara.Statistics,GitHub Repository,microsoft,F#,1232.0,2015-12-09 12:39:12.000000,2026-06-10 22:02:19.000000,microsoft,https://github.com/microsoft/Angara.Statistics,Medium,Unknown,19.0,15.0,3.0,public,master
N/A,Angara.Table,GitHub Repository,microsoft,F#,763.0,2016-02-03 15:50:24.000000,2026-06-10 22:25:10.000000,microsoft,https://github.com/microsoft/Angara.Table,Medium,Unknown,16.0,14.0,7.0,public,master
N/A,Annotation-Factory,GitHub Repository,microsoft,Python,12.0,2019-02-28 03:30:01.000000,2025-11-25 19:29:51.000000,microsoft,https://github.com/microsoft/Annotation-Factory,Medium,Unknown,19.0,8.0,2.0,public,master
N/A,AnsibleLabs,GitHub Repository,microsoft,Python,5317.0,2019-05-15 16:56:37.000000,2026-07-04 20:00:13.000000,microsoft,https://github.com/microsoft/AnsibleLabs,Medium,Unknown,96.0,71.0,1.0,public,master
N/A,AnyContainer,GitHub Repository,microsoft,C#,56.0,2018-03-18 20:05:16.000000,2025-11-25 19:27:35.000000,microsoft,https://github.com/microsoft/AnyContainer,Medium,Unknown,14.0,8.0,0.0,public,master
N/A,Apache-Provider,GitHub Repository,microsoft,C++,3232.0,2015-12-11 00:09:45.000000,2025-11-25 19:28:08.000000,microsoft,https://github.com/microsoft/Apache-Provider,Medium,Unknown,13.0,9.0,2.0,public,master
N/A,App-Extensibility-Sample,GitHub Repository,microsoft,C#,149.0,2016-04-12 00:02:15.000000,2026-03-18 20:01:36.000000,microsoft,https://github.com/microsoft/App-Extensibility-Sample,Medium,Unknown,32.0,11.0,2.0,public,master
N/A,AppCenter-SDK-Unity-Extension,GitHub Repository,microsoft,C#,17243.0,2018-10-18 15:29:54.000000,2026-06-15 08:11:58.000000,microsoft,https://github.com/microsoft/AppCenter-SDK-Unity-Extension,Medium,Unknown,70.0,41.0,7.0,public,develop
N/A,AppCenter-Test-Appium-Java-Extensions,GitHub Repository,microsoft,Java,99.0,2017-11-11 11:30:49.000000,2026-06-11 01:57:55.000000,microsoft,https://github.com/microsoft/AppCenter-Test-Appium-Java-Extensions,Medium,Unknown,15.0,33.0,5.0,public,master
N/A,AppCenter-Test-Espresso-Extensions,GitHub Repository,microsoft,Java,72.0,2017-11-11 11:23:52.000000,2026-06-11 01:57:49.000000,microsoft,https://github.com/microsoft/AppCenter-Test-Espresso-Extensions,Medium,Unknown,12.0,9.0,4.0,public,master
N/A,AppCenter-Test-XCUITest-Extensions,GitHub Repository,microsoft,Shell,8056.0,2017-11-11 11:28:36.000000,2025-11-25 19:28:09.000000,microsoft,https://github.com/microsoft/AppCenter-Test-XCUITest-Extensions,Medium,Unknown,14.0,15.0,3.0,public,master
N/A,AppConsult-MSIXDevWorkshop,GitHub Repository,microsoft,N/A,11175.0,2019-04-01 09:54:02.000000,2026-06-11 13:06:23.000000,microsoft,https://github.com/microsoft/AppConsult-MSIXDevWorkshop,Medium,Unknown,8.0,6.0,9.0,public,master
N/A,AppConsult-Samples-MixedReality,GitHub Repository,microsoft,C#,59730.0,2018-04-10 07:26:57.000000,2026-06-11 02:40:44.000000,microsoft,https://github.com/microsoft/AppConsult-Samples-MixedReality,Medium,Unknown,31.0,28.0,3.0,public,master
N/A,AppConsult-WinAppsModernizationWorkshop,GitHub Repository,microsoft,C#,43233.0,2019-04-01 13:16:27.000000,2026-06-11 13:06:32.000000,microsoft,https://github.com/microsoft/AppConsult-WinAppsModernizationWorkshop,Medium,Unknown,69.0,34.0,12.0,public,main
N/A,AppModelSamples,GitHub Repository,microsoft,N/A,107361.0,2017-07-27 19:05:13.000000,2026-07-07 17:53:11.000000,microsoft,https://github.com/microsoft/AppModelSamples,Medium,Unknown,217.0,97.0,22.0,public,master
N/A,AppSource,GitHub Repository,microsoft,N/A,4482.0,2017-06-13 16:39:06.000000,2025-11-25 19:28:27.000000,microsoft,https://github.com/microsoft/AppSource,Medium,Unknown,25.0,17.0,5.0,public,master
N/A,AppSpeedIndex,GitHub Repository,google,Python,192.0,2014-12-03 23:04:13.000000,2026-07-21 08:32:35.000000,google,https://github.com/google/AppSpeedIndex,Medium,Unknown,13.0,5.0,1.0,public,master
N/A,AppUpdateTrackerLib,GitHub Repository,google,Java,152.0,2016-02-18 00:21:33.000000,2026-07-21 08:40:36.000000,google,https://github.com/google/AppUpdateTrackerLib,Medium,Unknown,7.0,6.0,0.0,public,master
